COSEWICID,SCI_NAME,COM_NAME_E,TAXON_E,SAR_STAT_E,SCHEDULE_E,RANGE_HA,NCC_FS_HA,PCT_NCC
675,Calochortus lyallii,Lyall's Mariposa Lily,Vascular Plants,Special Concern,Schedule 1,7730.4,1114.2300000000002,14.41
677,Sanicula bipinnatifida,Purple Sanicle,Vascular Plants,Threatened,Schedule 1,55698.68,68.21000000000001,0.12
678,Salix jejuna,Barrens Willow,Vascular Plants,Endangered,Schedule 1,48688.67,0.0,0.0
681,Hypsiglena chlorophaea,Desert Nightsnake,Reptiles,Endangered,Schedule 1,220560.93,1550.1000000000001,0.7
682,Crotalus horridus,Timber Rattlesnake,Reptiles,Extirpated,Schedule 1,5.93,0.0,0.0
685,Psilocarphus elatior,Tall Woolly–heads,Vascular Plants,Endangered,Schedule 1,5023.24,0.0,0.0
686,Charadrius melodus circumcinctus,Piping Plover circumcinctus subspecies,Birds,Endangered,Schedule 1,34110941.84,14361.019999999995,0.04
687,Charadrius melodus melodus,Piping Plover melodus subspecies,Birds,Endangered,Schedule 1,1033930.95,3594.27,0.35
688,Bidens amplissima,Vancouver Island Beggarticks,Vascular Plants,Special Concern,Schedule 1,207421.07,34.620000000000005,0.02
689,Bartramia halleriana,Haller's Apple Moss,Mosses,Threatened,Schedule 1,23546.27,0.97,0.0
690,Fissidens pauperculus,Poor Pocket Moss,Mosses,Endangered,Schedule 1,1255.81,0.0,0.0
695,Ambystoma tigrinum,Tiger Salamander (Great Lakes population),Amphibians,Extirpated,Schedule 1,1576.31,0.0,0.0
697,Ambystoma tigrinum,Tiger Salamander (Southern Mountain population),Amphibians,Endangered,Schedule 1,198334.22,1574.2100000000003,0.79
702,Erioderma pedicellatum,Boreal Felt Lichen (Atlantic population),Lichens,Endangered,Schedule 1,51630.97,0.0,0.0
703,Erioderma pedicellatum,Boreal Felt Lichen (Boreal population),Lichens,Special Concern,Schedule 1,561144.91,403.2,0.07
705,Tetraneuris herbacea,Lakeside Daisy,Vascular Plants,Threatened,Schedule 1,13173.88,1530.84,11.62
706,Sternotherus odoratus,Eastern Musk Turtle,Reptiles,Special Concern,Schedule 1,3523665.41,16046.039999999979,0.46
708,Terrapene carolina,Eastern Box Turtle,Reptiles,Extirpated,No schedule,2656953.13,3540.630000000001,0.13
709,Thamnophis sauritus,Eastern Ribbonsnake (Great Lakes population),Reptiles,Special Concern,Schedule 1,7104968.17,24544.549999999992,0.35
710,Actinemys marmorata,Pacific Pond Turtle,Reptiles,Extirpated,Schedule 1,23347.55,0.0,0.0
712,Graptemys geographica,Northern Map Turtle,Reptiles,Special Concern,Schedule 1,8148999.4,32025.75,0.39
713,Plestiodon skiltonianus,Western Skink,Reptiles,Special Concern,Schedule 1,4150864.67,56527.28000000001,1.36
714,Lampropeltis triangulum,Eastern Milksnake,Reptiles,Special Concern,Schedule 1,15190475.66,46050.01,0.3
715,Tegeticula yuccasella,Yucca Moth,Arthropods,Endangered,Schedule 1,71594.31,0.0,0.0
719,Megascops kennicottii kennicottii,Western Screech-owl kennicottii subspecies,Birds,Threatened,Schedule 1,10621358.29,1009.6200000000001,0.01
720,Megascops kennicottii macfarlanei,Western Screech-owl macfarlanei subspecies,Birds,Threatened,Schedule 1,5924840.68,64112.77000000005,1.08
721,Pituophis catenifer catenifer,Pacific Gophersnake,Reptiles,Extirpated,Schedule 1,749182.28,0.0,0.0
722,Pituophis catenifer deserticola,Great Basin Gophersnake,Reptiles,Threatened,Schedule 1,1842879.48,6988.79,0.38
728,Thamnophis sauritus,Eastern Ribbonsnake (Atlantic population),Reptiles,Threatened,Schedule 1,217772.73,257.39,0.12
732,Cryptomastix devia,Puget Oregonian,Molluscs,Extirpated,Schedule 1,310655.07,75.55000000000001,0.02
734,Ptychomitrium incurvum,Incurved Grizzled Moss,Mosses,Extirpated,Schedule 1,148872.85,21.67,0.01
735,Scouleria marginata,Margined Streamside Moss,Mosses,Endangered,Schedule 1,7646.48,0.0,0.0
739,Sclerophora peronella,Frosted Glass-whiskers (Nova Scotia population),Lichens,Special Concern,Schedule 1,1552326.28,1233.35,0.08
741,Fabronia pusilla,Silver Hair Moss,Mosses,Endangered,Schedule 1,12579.81,0.0,0.0
744,Aristida basiramea,Forked Three–awned Grass,Vascular Plants,Endangered,Schedule 1,185833.95,834.9200000000001,0.45
745,Allogona townsendiana,Oregon Forestsnail,Molluscs,Endangered,Schedule 1,141723.68,0.0,0.0
746,Lupinus rivularis,Streambank Lupine,Vascular Plants,Endangered,Schedule 1,38856.84,0.0,0.0
748,Anaxyrus boreas,Western Toad,Amphibians,Special Concern,Schedule 1,87892840.46,94170.18999999993,0.11
751,Antennaria flagellaris,Stoloniferous Pussytoes,Vascular Plants,Endangered,Schedule 1,15145.42,0.0,0.0
752,Apodemia mormo,Mormon Metalmark (Southern Mountain population),Arthropods,Endangered,Schedule 1,59319.87,525.4699999999999,0.89
753,Apodemia mormo,Mormon Metalmark (Prairie population),Arthropods,Special Concern,Schedule 1,131011.42,0.0,0.0
757,Bryoandersonia illecebra,Spoon–leaved Moss,Mosses,Endangered,Schedule 1,69904.21,119.82000000000001,0.17
759,Charina bottae,Northern Rubber Boa,Reptiles,Special Concern,Schedule 1,5016831.43,60360.31000000005,1.2
760,Collomia tenella,Slender Collomia,Vascular Plants,Endangered,Schedule 1,11150.78,0.0,0.0
765,Hemphillia dromedarius,Dromedary Jumping–slug,Molluscs,Threatened,Schedule 1,73910.46,0.0,0.0
766,Hemphillia glandulosa,Warty Jumping–slug,Molluscs,Special Concern,Schedule 1,110984.49,0.0,0.0
767,Juncus kelloggii,Kellogg's Rush,Vascular Plants,Endangered,Schedule 1,6118.11,0.0,0.0
772,Polystichum lemmonii,Lemmon's Holly Fern,Vascular Plants,Threatened,Schedule 1,16610.66,0.0,0.0
773,Psilocarphus brevissimus,Dwarf Woolly-heads (Southern Mountain population),Vascular Plants,Endangered,Schedule 1,16.08,0.0,0.0
775,Silene scouleri ssp. grandis,Coastal Scouler's Catchfly,Vascular Plants,Endangered,Schedule 1,5414.0,0.0,0.0
778,Triteleia howellii,Howell's Triteleia,Vascular Plants,Endangered,Schedule 1,64286.22,74.58000000000001,0.12
779,Tonella tenella,Small–flowered Tonella,Vascular Plants,Endangered,Schedule 1,13113.18,23.680000000000003,0.18
789,Copablepharon fuscum,Sand–verbena Moth,Arthropods,Endangered,Schedule 1,22921.08,0.0,0.0
790,Eremophila alpestris strigata,Horned Lark strigata subspecies,Birds,Endangered,Schedule 1,56608.78,0.0,0.0
792,Hesperia dacotae,Dakota Skipper,Arthropods,Endangered,Schedule 1,518437.8,10271.49,1.98
793,Juglans cinerea,Butternut,Vascular Plants,Endangered,Schedule 1,23126035.69,59664.99999999991,0.26
795,Haplodontium macrocarpum,Porsild's Bryum,Mosses,Threatened,Schedule 1,2733170.13,0.0,0.0
796,Oarisma poweshiek,Poweshiek Skipperling,Arthropods,Endangered,Schedule 1,86697.8,8411.780000000002,9.7
797,Phoebastria albatrus,Short–tailed Albatross,Birds,Threatened,Schedule 1,8042063.11,629.0,0.01
806,Bryoerythrophyllum columbianum,Columbian Carpet Moss,Mosses,Special Concern,Schedule 1,157925.83,1280.0300000000002,0.81
807,Cirsium hillii,Hill's Thistle,Vascular Plants,Threatened,Schedule 1,972105.25,24704.50999999999,2.54
808,Crotalus oreganus,Western Rattlesnake,Reptiles,Threatened,Schedule 1,663473.41,1717.44,0.26
809,Entosthodon rubiginosus,Rusty Cord–moss,Mosses,Endangered,Schedule 1,65893.83,966.3800000000001,1.47
812,Leptogium rivulare,Flooded Jellyskin,Lichens,Threatened,Schedule 1,401405.58,315.7,0.08
813,Lotus pinnatus,Bog Bird’s–foot Trefoil,Vascular Plants,Endangered,Schedule 1,36475.53,0.0,0.0
814,Loxia curvirostra percna,Red Crossbill percna subspecies,Birds,Endangered,Schedule 1,10833206.06,3456.7100000000005,0.03
815,Minuartia pusilla,Dwarf Sandwort,Vascular Plants,Endangered,Schedule 1,9462.05,0.0,0.0
816,Orthocarpus bracteosus,Rosy Owl–clover,Vascular Plants,Endangered,Schedule 1,6049.43,0.0,0.0
818,Pterygoneurum kozlovii,Alkaline Wing–nerved Moss,Mosses,Threatened,Schedule 1,932072.08,9737.34,1.04
819,Puffinus creatopus,Pink–footed Shearwater,Birds,Threatened,Schedule 1,20041460.26,88.0599999999997,0.0
820,Syntrichia laevipila,Twisted Oak Moss,Mosses,Special Concern,Schedule 1,104697.04,416.19999999999993,0.4
821,Abronia umbellata,Pink Sand–verbena,Vascular Plants,Endangered,Schedule 1,6161.88,0.0,0.0
822,Rangifer tarandus groenlandicus,Barren-ground Caribou (Dolphin and Union population),Mammals,Special Concern,Schedule 1,27688480.04,0.0,0.0
823,Rangifer tarandus pearyi,Peary Caribou,Mammals,Endangered,Schedule 1,57690689.95,0.0,0.0
826,Iris lacustris,Dwarf Lake Iris,Vascular Plants,Special Concern,Schedule 1,440903.88,12288.089999999995,2.79
831,Phlox speciosa ssp. occidentalis,Showy Phlox,Vascular Plants,Threatened,Schedule 1,45306.74,0.0,0.0
843,Carex sabulosa,Baikal Sedge,Vascular Plants,Threatened,Schedule 1,595255.17,0.0,0.0
844,Castilleja rupicola,Cliff Paintbrush,Vascular Plants,Threatened,Schedule 1,113557.82,0.0,0.0
846,Emydoidea blandingii,Blanding's Turtle (Great Lakes / St. Lawrence population),Reptiles,Threatened,Schedule 1,9573379.23,34632.260000000024,0.36
848,Entosthodon fascicularis,Banded Cord–moss,Mosses,Special Concern,Schedule 1,304618.05,11.290000000000001,0.0
849,Epilobium densiflorum,Dense Spike–primrose,Vascular Plants,Endangered,Schedule 1,43489.41,64.97,0.15
852,Fissidens exilis,Pygmy Pocket Moss,Mosses,Special Concern,Schedule 1,484598.76,3233.7900000000013,0.67
853,Schinia bimatris,White Flower Moth,Arthropods,Endangered,Schedule 1,86142.14,385.01000000000005,0.45
856,Lupinus densiflorus,Dense–flowered Lupine,Vascular Plants,Endangered,Schedule 1,16616.47,0.0,0.0
857,Meconella oregana,White Meconella,Vascular Plants,Endangered,Schedule 1,52795.08,10.32,0.02
859,Microbryum vlassovii,Nugget Moss,Mosses,Endangered,Schedule 1,7431.87,0.0,0.0
862,Orthocarpus barbatus,Grand Coulee Owl–clover,Vascular Plants,Endangered,Schedule 1,25312.48,1457.94,5.76
863,Phacelia ramosissima,Branched Phacelia,Vascular Plants,Endangered,Schedule 1,26873.62,1481.28,5.51
864,Polystichum scopulinum,Mountain Holly Fern,Vascular Plants,Threatened,Schedule 1,2485362.98,10.7,0.0
865,Schinia verna,Verna's Flower Moth,Arthropods,Threatened,Schedule 1,1706003.65,1474.3899999999999,0.09
866,Hesperia ottoe,Ottoe Skipper,Arthropods,Endangered,Schedule 1,10062.92,0.0,0.0
867,Silene spaldingii,Spalding's Campion,Vascular Plants,Endangered,Schedule 1,10022.34,0.0,0.0
868,Solidago houghtonii,Houghton's Goldenrod,Vascular Plants,Special Concern,Schedule 1,311572.32,10668.830000000002,3.42
869,Sphyrapicus thyroideus,Williamson's Sapsucker,Birds,Endangered,Schedule 1,1056541.92,0.0,0.0
870,Isoetes prototypus,Prototype Quillwort,Vascular Plants,Special Concern,Schedule 1,237450.18,367.81,0.15
882,Sclerophora peronella,Frosted Glass-whiskers (Pacific population),Lichens,No Status,No schedule,457769.27,2327.7100000000005,0.51
883,Aegolius acadicus brooksi,Northern Saw-whet Owl brooksi subspecies,Birds,Threatened,Schedule 1,952466.26,59.129999999999995,0.01
884,Agalinis aspera,Rough Agalinis,Vascular Plants,Endangered,Schedule 1,15272.51,0.0,0.0
896,Betula lenta,Cherry Birch,Vascular Plants,Endangered,Schedule 1,3384.42,0.0,0.0
897,Rhynchophanes mccownii,McCown's Longspur,Birds,Special Concern,Schedule 1,22198312.38,13395.000000000013,0.06
898,Camissonia contorta,Contorted–pod Evening–primrose,Vascular Plants,Endangered,Schedule 1,212401.13,392.52,0.18
902,Chrysemys picta bellii,Western Painted Turtle (Pacific Coast population),Reptiles,Endangered,Schedule 1,382791.83,11.290000000000001,0.0
903,Chrysemys picta bellii,Western Painted Turtle (Intermountain - Rocky Mountain population),Reptiles,Special Concern,Schedule 1,38178394.93,52179.79999999998,0.14
906,Erynnis persius persius,Eastern persius Duskywing,Arthropods,Endangered,Schedule 1,349513.91,2480.36,0.71
907,Euphagus carolinus,Rusty Blackbird,Birds,Special Concern,Schedule 1,668933617.21,311346.6699999997,0.05
910,Microseris bigelovii,Coast Microseris,Vascular Plants,Endangered,Schedule 1,41333.16,340.65,0.82
919,Papaipema aweme,Aweme Borer,Arthropods,Endangered,Schedule 1,20531732.75,78768.8899999999,0.38
923,Polites sonora,Sonora Skipper,Arthropods,Special Concern,Schedule 1,280851.24,0.0,0.0
924,Pooecetes gramineus affinis,Vesper Sparrow affinis subspecies,Birds,Endangered,Schedule 1,239240.29,363.81999999999994,0.15
927,Prodoxus quinquepunctellus,Five–spotted Bogus Yucca Moth,Arthropods,Endangered,Schedule 1,575368.19,958.2199999999999,0.17
929,Prophysaon coeruleum,Blue–grey Taildropper,Molluscs,Endangered,Schedule 1,837.73,0.0,0.0
932,Psilocarphus brevissimus,Dwarf Woolly-heads (Prairie population),Vascular Plants,Special Concern,Schedule 1,152990.09,204.94,0.13
935,Salix chlorolepis,Green–scaled Willow,Vascular Plants,Threatened,Schedule 1,117984.1,0.0,0.0
937,Satyrium semiluna,Half–moon Hairstreak,Arthropods,Endangered,Schedule 1,506106.16,8555.979999999998,1.69
939,Schinia avemensis,Gold–edged Gem,Arthropods,Endangered,Schedule 1,2349713.52,1728.1600000000003,0.07
940,Symphyotrichum frondosum,Short–rayed Alkali Aster,Vascular Plants,Endangered,Schedule 1,6231.19,0.0,0.0
941,Tegeticula corruptrix,Non–pollinating Yucca Moth,Arthropods,Endangered,Schedule 1,10848.96,0.0,0.0
942,Vermivora chrysoptera,Golden–winged Warbler,Birds,Threatened,Schedule 1,18784468.83,52264.70000000005,0.28
944,Epilobium torreyi,Brook Spike–primrose,Vascular Plants,Endangered,Schedule 1,5282.06,0.0,0.0
951,Chaetura pelagica,Chimney Swift,Birds,Threatened,Schedule 1,79391779.92,121673.82999999983,0.15
963,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander (Carolinian population),Amphibians,Endangered,Schedule 1,99498.16,21.830000000000002,0.02
967,Potamogeton ogdenii,Ogden's Pondweed,Vascular Plants,Endangered,Schedule 1,90630.29,1005.8799999999999,1.11
973,Plestiodon fasciatus,Five-lined Skink (Great Lakes / St. Lawrence population),Reptiles,Special Concern,Schedule 1,355252.7,622.75,0.18
974,Plestiodon fasciatus,Five-lined Skink (Carolinian population),Reptiles,Endangered,Schedule 1,42172.97,80.24000000000001,0.19
980,Calidris canutus rufa,Red Knot rufa subspecies,Birds,Endangered,Schedule 1,141306871.71,21976.069999999963,0.02
981,Calidris canutus islandica,Red Knot islandica subspecies,Birds,Special Concern,Schedule 1,50666613.83,0.0,0.0
982,Calidris canutus roselaari type,Red Knot roselaari type,Birds,Threatened,Schedule 1,15545069.51,7821.440000000002,0.05
983,Pantherophis spiloides,Gray Ratsnake (Great Lakes / St. Lawrence population),Reptiles,Threatened,Schedule 1,366605.11,2449.2099999999996,0.67
984,Pantherophis spiloides,Gray Ratsnake (Carolinian population),Reptiles,Endangered,Schedule 1,131978.32,1845.3699999999997,1.4
986,Chordeiles minor,Common Nighthawk,Birds,Threatened,Schedule 1,497805007.49,388720.09000000014,0.08
987,Cornus florida,Eastern Flowering Dogwood,Vascular Plants,Endangered,Schedule 1,2446553.55,3011.6500000000005,0.12
991,Phoebastria nigripes,Black–footed Albatross,Birds,Special Concern,Schedule 1,16119927.91,120.09999999999971,0.0
995,Falco peregrinus anatum/tundrius,Peregrine Falcon anatum/tundrius,Birds,Special Concern,Schedule 1,332142710.22,61569.71999999995,0.02
997,Copablepharon longipenne,Dusky Dune Moth,Arthropods,Endangered,Schedule 1,37263924.95,18486.83,0.05
998,Copablepharon grandis,Pale Yellow Dune Moth,Arthropods,Special Concern,Schedule 1,33182717.6,42107.87999999997,0.13
999,Contopus cooperi,Olive–sided Flycatcher,Birds,Threatened,Schedule 1,555029627.43,355048.87999999913,0.06
1004,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander (Great Lakes / St. Lawrence population),Amphibians,Threatened,Schedule 1,128038.79,1070.13,0.84
1005,Lechea maritima,Beach Pinweed,Vascular Plants,Special Concern,Schedule 1,118996.41,228.87,0.19
1006,Gomphus quadricolor,Rapids Clubtail,Arthropods,Endangered,Schedule 1,44053.84,0.0,0.0
1007,Plagiobothrys figuratus,Fragrant Popcornflower,Vascular Plants,Endangered,Schedule 1,61626.99,0.0,0.0
1008,Cardellina canadensis,Canada Warbler,Birds,Threatened,Schedule 1,236718355.55,276381.5899999998,0.12
1010,Uropappus lindleyi,Lindley's False Silverpuffs,Vascular Plants,Endangered,Schedule 1,10737.86,0.0,0.0
1011,Centaurium muehlenbergii,Muhlenberg's Centaury,Vascular Plants,Endangered,Schedule 1,14351.78,0.0,0.0
1013,Patagioenas fasciata,Band tailed Pigeon,Birds,Special Concern,Schedule 1,9675610.47,932.9000000000001,0.01
1014,Carex tumulicola,Foothill Sedge,Vascular Plants,Endangered,Schedule 1,922.57,0.0,0.0
1015,Lasthenia glaberrima,Rayless Goldfields,Vascular Plants,Endangered,Schedule 1,1974.13,0.0,0.0
1019,Pseudacris triseriata,Western Chorus Frog (Great Lakes / St. Lawrence - Canadian Shield population),Amphibians,Threatened,Schedule 1,1504354.2,2420.9299999999994,0.16
1021,Pantherophis gloydi,Eastern Foxsnake (Carolinian population),Reptiles,Endangered,Schedule 1,524709.94,2551.9699999999984,0.49
1022,Pantherophis gloydi,Eastern Foxsnake (Great Lakes / St. Lawrence population),Reptiles,Endangered,Schedule 1,179727.98,5.17,0.0
1025,Ranunculus californicus,California Buttercup,Vascular Plants,Endangered,Schedule 1,979.86,0.0,0.0
1027,Lomatium grayi,Gray's Desert–parsley,Vascular Plants,Threatened,Schedule 1,1334.14,0.0,0.0
1029,Lupinus oreganus,Oregon Lupine,Vascular Plants,Extirpated,Schedule 1,662.34,0.0,0.0
1031,Cicindela marginipennis,Cobblestone Tiger Beetle,Arthropods,Endangered,Schedule 1,23628.35,174.70999999999998,0.74
1033,Chelydra serpentina,Snapping Turtle,Reptiles,Special Concern,Schedule 1,77746264.38,128628.1199999998,0.17
1034,Ophiogomphus howei,Pygmy Snaketail,Arthropods,Special Concern,Schedule 1,2544283.84,933.3599999999999,0.04
1037,Plagiobothrys tenellus,Slender Popcornflower,Vascular Plants,Threatened,Schedule 1,29713.02,0.0,0.0
1041,Eleocharis geniculata,Bent Spike-rush (Southern Mountain population),Vascular Plants,Endangered,Schedule 1,69140.78,0.0,0.0
1042,Eleocharis geniculata,Bent Spike-rush (Great Lakes Plains population),Vascular Plants,Endangered,Schedule 1,9123.87,0.0,0.0
1043,Anarta edwardsii,Edwards' Beach Moth,Arthropods,Endangered,Schedule 1,432959.45,74.58000000000001,0.02
1045,Podiceps auritus,Horned Grebe (Western population),Birds,No Status,No schedule,368940529.24,81932.84999999995,0.02
1046,Podiceps auritus,Horned Grebe (Magdalen Islands population),Birds,Endangered,Schedule 1,1749497.82,4900.139999999999,0.28
1047,Antrostomus vociferus,Eastern Whip–poor–will,Birds,Threatened,Schedule 1,53254681.41,113181.71999999981,0.21
1057,Sanfilippodytes bertae,Bert's Predaceous Diving Beetle,Arthropods,Endangered,Schedule 1,894.21,0.0,0.0
1058,Hemileuca sp.,Bogbean Buckmoth,Arthropods,Endangered,Schedule 1,18719633.31,24933.60999999998,0.13
1059,Marah oreganus,Coast Manroot,Vascular Plants,No Status,No schedule,187072.92,11.290000000000001,0.01
1061,Physconia subpallida,Pale–bellied Frost Lichen,Lichens,Endangered,Schedule 1,319842.04,251.20000000000002,0.08
1063,Cicindela patruela,Northern Barrens Tiger Beetle,Arthropods,Endangered,Schedule 1,63215.13,31.46,0.05
1064,Calcarius ornatus,Chestnut–collared Longspur,Birds,Threatened,Schedule 1,27482264.09,29867.609999999986,0.11
1066,Cicindela parowana wallisi,Wallis' Dark Saltflat Tiger Beetle,Arthropods,Endangered,Schedule 1,1264520.82,1573.95,0.12
1067,Erioderma mollissimum,Vole Ears Lichen,Lichens,Endangered,Schedule 1,839071.31,1919.5000000000005,0.23
1080,Stylurus laurae,Laura's Clubtail,Arthropods,No Status,No schedule,1162134.93,1499.75,0.13
1081,Bombus affinis,Rusty–patched Bumble Bee,Arthropods,Endangered,Schedule 1,15596133.51,56388.55999999994,0.36
1082,Gomphus ventricosus,Skillet Clubtail,Arthropods,Endangered,No schedule,52846.03,8.66,0.02
1083,Asclepias quadrifolia,Four-leaved Milkweed,Vascular Plants,No Status,No schedule,168878.09,23.17,0.01
1084,Castilleja victoriae,Victoria's Owl–clover,Vascular Plants,Endangered,Schedule 1,1854.38,0.0,0.0
1085,Sida hermaphrodita,Virginia Mallow,Vascular Plants,Endangered,Schedule 1,25801.43,0.0,0.0
1086,Pinus albicaulis,Whitebark Pine,Vascular Plants,Endangered,Schedule 1,24937349.8,78908.99999999999,0.32
1087,Dolichonyx oryzivorus,Bobolink,Birds,No Status,No schedule,127329123.87,153600.86000000036,0.12
1088,Collema coniophilum,Crumpled Tarpaper Lichen,Lichens,Threatened,No schedule,134042.38,100.33,0.07
1089,Nearctula sp.,Threaded Vertigo,Molluscs,Special Concern,Schedule 1,1213325.46,9.21,0.0
1113,Solidago speciosa,Showy Goldenrod (Great Lake population),Vascular Plants,Endangered,No schedule,223870.44,0.0,0.0
1114,Solidago speciosa,Showy Goldenrod (Boreal population),Vascular Plants,Threatened,No schedule,126160.11,119.32999999999998,0.09
1121,Brotherella roellii,Roell's Brotherella Moss,Mosses,Endangered,No schedule,631374.73,0.0,0.0
1123,Degelia plumbea,Blue Felt Lichen,Lichens,Special Concern,No schedule,7633480.21,10849.20000000001,0.14
1142,Epeoloides pilosulus,Macropis Cuckoo Bee,Arthropods,Endangered,No schedule,55608112.95,115980.85999999993,0.21
1143,Germaria angustata,Dune Tachinid Fly,Arthropods,Special Concern,No schedule,3635848.22,0.0,0.0
1144,Sturnella magna,Eastern Meadowlark,Birds,Threatened,No schedule,47573609.14,63355.88999999992,0.13
1145,Somatochlora hineana,Hine's Emerald,Arthropods,Endangered,No schedule,5632.09,292.22,5.19
1146,Brychius hungerfordi,Hungerford's Crawling Water Beetle,Arthropods,Endangered,No schedule,996.52,0.0,0.0
1147,Hirundo rustica,Barn Swallow,Birds,Threatened,No schedule,447641417.92,389432.90999999974,0.09
1149,Leptogium polycarpum,Peacock Vinyl Lichen,Lichens,Special Concern,No schedule,2006604.12,416.19999999999993,0.02
1152,Leptogium platynum,Batwing Vinyl Lichen,Lichens,Endangered,No schedule,114147.36,11.290000000000001,0.01
1156,Stylurus olivaceus,Olive Clubtail,Arthropods,Endangered,No schedule,23845.39,23.67,0.1
1160,Gyrinophilus porphyriticus,Spring Salamander (Adirondack / Appalachian population),Amphibians,No Status,No schedule,1254789.36,10986.679999999998,0.88
1161,Gyrinophilus porphyriticus,Spring Salamander (Carolinian population),Amphibians,No Status,No schedule,253140.87,33.83,0.01
1165,Nicrophorus americanus,American Burying Beetle,Arthropods,Extirpated,No schedule,1497023.39,187.76,0.01
1166,Efferia okanagana,Okanagan Efferia,Arthropods,Endangered,No schedule,10885.27,0.0,0.0
1169,Ochotona collaris,Collared Pika,Mammals,Special Concern,No schedule,65149725.1,0.0,0.0
1170,Baccharis halimifolia,Eastern Baccharis,Vascular Plants,Threatened,No schedule,5400.78,0.0,0.0
1171,Draba yukonensis,Yukon Draba,Vascular Plants,Endangered,No schedule,3479795.2,0.0,0.0
1176,Gnaphosa snohomish,Georgia Basin Bog Spider,Arthropods,Special Concern,No schedule,50071.3,7.67,0.02
1178,Tryngites subruficollis,Buff–breasted Sandpiper,Birds,Special Concern,No schedule,57688962.34,0.0,0.0
1180,Magnipelta mycophaga,Magnum Mantleslug,Molluscs,Special Concern,No schedule,4902786.96,57555.98000000002,1.17
1189,Desmognathus fuscus,Northern Dusky Salamander (Carolinian population),Amphibians,Endangered,No schedule,7185835.89,26238.49,0.37
1195,Ursus arctos,Grizzly Bear (Western population),Mammals,Special Concern,No schedule,24799525.63,0.0,0.0
1197,Hylocichla mustelina,Wood Thrush,Birds,Threatened,No schedule,70263757.56,204071.86000000016,0.29
1198,Contopus virens,Eastern Wood–pewee,Birds,Special Concern,No schedule,119342773.64,275802.4600000003,0.23
1200,Cicindela formosa gibsoni,Gibson's Big Sand Tiger Beetle,Arthropods,Threatened,No schedule,3233663.95,2296.6299999999997,0.07
1207,Hypochlora alba,Greenish–white Grasshopper,Arthropods,Special Concern,No schedule,6742643.09,3704.6299999999983,0.05
1210,Stylurus amnicola,Riverine Clubtail (Great Lakes Plains population),Arthropods,Endangered,No schedule,38630.05,1178.49,3.05
1212,Erynnis martialis,Mottled Duskywing (Great Lakes Plains population),Arthropods,Endangered,No schedule,2512535.46,737.1500000000001,0.03
1213,Erynnis martialis,Mottled Duskywing (Boreal population),Arthropods,Endangered,No schedule,452564.31,70.85000000000001,0.02
1214,Anaxyrus boreas,Western Toad (Non-calling population),Amphibians,Special Concern,No schedule,75067414.21,67623.18000000002,0.09
1215,Anaxyrus boreas,Western Toad (Calling population),Amphibians,Special Concern,No schedule,59850810.64,31616.400000000005,0.05
1220,Sistrurus catenatus,Massasauga (Great Lakes population),Reptiles,Threatened,No schedule,3364681.47,13401.869999999997,0.4
1221,Sistrurus catenatus,Massasauga (Carolinian population),Reptiles,Endangered,No schedule,1564799.19,590.7700000000001,0.04
1223,Ambystoma mavortium,Western Tiger Salamander (Southern Mountain population),Amphibians,Endangered,No schedule,541427.36,1275.3100000000002,0.24
1224,Ambystoma mavortium,Western Tiger Salamander (Prairie / Boreal population),Amphibians,Special Concern,No schedule,58389854.23,43270.329999999914,0.07
1227,Ambystoma tigrinum,Eastern Tiger Salamander (Carolinian population),Amphibians,Extirpated,No schedule,355.05,0.0,0.0
1229,Taxidea taxus jeffersonii,American Badger jeffersonii subspecies (Western population),Mammals,Endangered,No schedule,15635973.06,65132.28000000006,0.42
1230,Taxidea taxus jeffersonii,American Badger jeffersonii subspecies (Eastern population),Mammals,Endangered,No schedule,1141405.44,2651.1900000000005,0.23
1231,Ambystoma tigrinum,Eastern Tiger Salamander (Prairie population),Amphibians,Endangered,No schedule,103371.22,8202.29,7.93
1232,Bombus bohemicus,Gypsy Cuckoo Bumble Bee,Arthropods,Endangered,No schedule,699479770.97,394689.64000000036,0.06
1233,Riparia riparia,Bank Swallow,Birds,Threatened,No schedule,700856424.99,395265.9000000003,0.06
1234,Staala gwaii,Haida Gwaii Slug,Molluscs,Special Concern,No schedule,431524.87,0.0,0.0
1235,Braya pilosa,Hairy Braya,Vascular Plants,Endangered,No schedule,19998.52,0.0,0.0
1237,Lathyrus littoralis,Silky Beach Pea,Vascular Plants,Threatened,No schedule,712988.94,464.49999999999994,0.07
1238,Micranthes spicata,Spiked Saxifrage,Vascular Plants,Special Concern,No schedule,857636.53,0.0,0.0
1240,Grammia complicata,Island Tiger Moth,Arthropods,Threatened,No schedule,347013.56,75.55000000000001,0.02
1241,Ammodramus savannarum pratensis,"Grasshopper Sparrow, pratensis subspecies",Birds,Special Concern,No schedule,57883850.13,110001.82999999997,0.19
1242,Lewisiopsis tweedyi,Tweedy's Lewisia,Vascular Plants,Endangered,No schedule,1375.35,0.0,0.0
1243,Omus audouini,Audouin’s Night–stalking Tiger Beetle,Arthropods,Threatened,No schedule,14998.34,0.0,0.0
1245,Peltigera hydrothyria,Eastern Waterfan,Lichens,Threatened,No schedule,1759559.81,1571.9700000000014,0.09
